4/1/2024 20:35:15 [Information] Stepper Motor Controller Application Started.
4/1/2024 20:35:15 [Information] Version:2.0.0.37056 (4/1/2024 20:35:15)
4/1/2024 20:35:15 [Information] Opened Serial Port at: COM4, 9600
4/1/2024 20:35:40 [Information] Time remaining: 00:00:13 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:13 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:13 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:13 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:13 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:40 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:14 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:41 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:15 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:42 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:16 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:43 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:17 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:44 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:18 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:45 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:19 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:46 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:20 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:47 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
4/1/2024 20:35:48 [Information] Time remaining: 00:00:21 targetEndTime = 08:35:58
